,xgb_accuracy,xgb_f1_score,xgb_cohen_kappa,xgb_mcc,rf_accuracy,rf_f1_score,rf_cohen_kappa,rf_mcc,svc_accuracy,svc_f1_score,svc_cohen_kappa,svc_mcc,mlp_accuracy,mlp_f1_score,mlp_cohen_kappa,mlp_mcc,train_count,test_count,actives_count,decoys_count,best_model,best_metric,best_score
P25101,0.9929,0.9929,0.984,0.984,0.9976,0.9976,0.9947,0.9947,0.9905,0.9905,0.9787,0.9787,0.9787,0.9788,0.9527,0.9533,1687,422,703,1406,rf,cohen_kappa,0.9947
P43116,0.9862,0.9857,0.9115,0.915,0.9817,0.9807,0.879,0.8855,0.9817,0.982,0.8946,0.8959,0.9817,0.982,0.8946,0.8959,871,218,99,990,xgb,cohen_kappa,0.9115
Q96PY6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9972,0.9972,0.9835,0.9837,1.0,1.0,1.0,1.0,1434,359,163,1630,xgb,cohen_kappa,1.0
Q92523,0.9725,0.959,0.0,0.0,0.9973,0.9972,0.946,0.9473,0.9945,0.9942,0.8861,0.8919,0.9945,0.9942,0.8861,0.8919,1453,364,50,1767,rf,f1_score,0.9972
P16050,0.9816,0.9769,0.4809,0.5627,0.9939,0.9935,0.8696,0.8771,0.9947,0.9948,0.9035,0.904,0.9947,0.9947,0.8973,0.8978,4558,1140,154,5544,svc,cohen_kappa,0.9035
P55201,0.9778,0.9763,0.8454,0.8557,0.9926,0.9924,0.9525,0.9536,0.9852,0.9857,0.9149,0.9183,0.9852,0.9846,0.9011,0.9055,536,135,61,610,rf,cohen_kappa,0.9525
P09211,0.9722,0.9585,0.0,0.0,0.996,0.9959,0.9211,0.9239,0.996,0.9959,0.9211,0.9239,0.9841,0.981,0.5932,0.6494,1007,252,35,1224,rf,f1_score,0.9959
O15054,0.9167,0.9132,0.8,0.8165,0.9167,0.9132,0.8,0.8165,0.9167,0.9132,0.8,0.8165,0.9167,0.9132,0.8,0.8165,48,12,20,40,xgb,cohen_kappa,0.8
Q9HAZ1,0.9149,0.8742,0.0,0.0,0.9787,0.9773,0.8459,0.8561,0.9362,0.9393,0.6319,0.6367,0.8936,0.8989,0.3864,0.3894,184,47,21,210,rf,f1_score,0.9773
Q8NER1,0.9961,0.9961,0.9759,0.9762,0.9941,0.9941,0.9637,0.9641,0.9899,0.99,0.9405,0.941,0.9964,0.9964,0.9784,0.9784,12293,3074,1397,13970,mlp,cohen_kappa,0.9784
P33261,0.9723,0.9587,0.0,0.0,0.9758,0.9665,0.2174,0.3492,0.955,0.9563,0.2122,0.2126,0.9723,0.9587,0.0,0.0,1154,289,39,1404,rf,f1_score,0.9665
P14410,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9895,0.9892,0.9354,0.9374,378,95,43,430,xgb,cohen_kappa,1.0
P11712,0.9755,0.9633,0.0,0.0,0.9755,0.9633,0.0,0.0,0.9571,0.9594,0.2004,0.2017,0.9816,0.9762,0.3941,0.4953,651,163,22,792,mlp,f1_score,0.9762
P23141,0.9861,0.9856,0.9105,0.9142,0.9834,0.9826,0.891,0.8964,0.9668,0.968,0.815,0.8185,0.9584,0.9538,0.696,0.7215,1443,361,164,1640,xgb,cohen_kappa,0.9105
P49327,0.9971,0.997,0.9419,0.9435,0.999,0.999,0.9813,0.9815,0.999,0.999,0.982,0.9821,0.9965,0.9965,0.9331,0.9331,12402,3101,419,15084,svc,cohen_kappa,0.982
Q04759,0.9919,0.9917,0.9488,0.9501,0.9919,0.9917,0.9488,0.9501,0.9919,0.9918,0.9505,0.9505,0.9951,0.9951,0.9698,0.9702,2455,614,279,2790,mlp,cohen_kappa,0.9698
Q99814,0.9743,0.9616,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1243,311,42,1512,rf,f1_score,1.0
P55789,0.9271,0.9071,0.3402,0.4275,0.9191,0.8923,0.2218,0.3199,0.8641,0.88,0.3849,0.4045,0.9271,0.9245,0.5285,0.5304,4004,1001,455,4550,mlp,cohen_kappa,0.5285
P49286,0.9971,0.997,0.982,0.9822,0.9978,0.9978,0.9866,0.9867,0.9963,0.9964,0.9782,0.9784,0.9949,0.9948,0.9684,0.9686,5456,1364,620,6200,rf,cohen_kappa,0.9866
P49336,0.9762,0.9669,0.206,0.3389,1.0,1.0,1.0,1.0,0.9984,0.9984,0.9706,0.971,0.9936,0.994,0.8915,0.8968,2516,629,85,3060,rf,cohen_kappa,1.0
Q16665,0.9462,0.9348,0.5231,0.5951,0.957,0.9542,0.6915,0.6999,0.957,0.957,0.7265,0.7265,0.957,0.9542,0.6915,0.6999,369,93,42,420,svc,cohen_kappa,0.7265
O14757,0.9902,0.9902,0.978,0.9781,0.9921,0.9922,0.9824,0.9824,0.9882,0.9882,0.9736,0.9736,0.9862,0.9862,0.969,0.9691,2032,509,847,1694,rf,cohen_kappa,0.9824
O60563,0.9978,0.9977,0.9566,0.9575,0.9993,0.9993,0.9859,0.986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5416,1355,183,6588,svc,cohen_kappa,1.0
P20839,0.9954,0.9953,0.9718,0.9722,1.0,1.0,1.0,1.0,0.9861,0.9865,0.9226,0.9253,0.9861,0.986,0.9154,0.9158,862,216,98,980,rf,cohen_kappa,1.0
P51677,0.9966,0.9965,0.9316,0.9332,0.998,0.9979,0.9597,0.9604,0.9968,0.9969,0.941,0.9413,0.9971,0.997,0.9412,0.9424,17641,4411,596,21456,rf,cohen_kappa,0.9597
P28715,0.9859,0.9853,0.9015,0.9059,0.9859,0.9853,0.9015,0.9059,0.9859,0.9853,0.9015,0.9059,0.9577,0.956,0.7046,0.708,281,71,32,320,xgb,cohen_kappa,0.9015
Q13510,0.9743,0.9616,0.0,0.0,0.9968,0.9967,0.9317,0.9339,1.0,1.0,1.0,1.0,0.9904,0.9893,0.7646,0.7867,1243,311,42,1512,svc,f1_score,1.0
P05093,0.9968,0.9968,0.9807,0.9807,0.9926,0.9926,0.955,0.955,0.9894,0.9896,0.9386,0.9397,0.9905,0.9905,0.9427,0.9428,3784,946,430,4300,xgb,cohen_kappa,0.9807
O00421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2752,689,93,3348,xgb,cohen_kappa,1.0
P49238,0.9739,0.961,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,917,230,31,1116,rf,f1_score,1.0
P08631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842,0.9848,0.9102,0.9139,0.9947,0.9947,0.9668,0.9674,756,190,86,860,xgb,cohen_kappa,1.0
P15328,0.9741,0.9613,0.0,0.0,0.9948,0.9945,0.8863,0.8921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,769,193,26,936,svc,f1_score,1.0
Q9H3R0,0.9773,0.9771,0.9486,0.9499,0.9773,0.9771,0.9486,0.9499,0.9091,0.9091,0.7977,0.7977,0.8636,0.8636,0.6966,0.6966,175,44,73,146,xgb,cohen_kappa,0.9486
Q8TDV5,0.9899,0.9896,0.9356,0.9376,0.9959,0.9959,0.975,0.9754,0.998,0.998,0.9876,0.9877,0.9919,0.9918,0.9501,0.9504,1971,493,224,2240,svc,cohen_kappa,0.9876
P27338,0.9211,0.9205,0.8197,0.8207,0.9427,0.9416,0.8667,0.871,0.8925,0.8915,0.7541,0.755,0.9247,0.9244,0.8293,0.8295,1113,279,464,928,rf,cohen_kappa,0.8667
Q12884,0.9796,0.9784,0.8641,0.8722,0.9949,0.9948,0.9686,0.9691,0.9847,0.9849,0.9105,0.9109,1.0,1.0,1.0,1.0,783,196,89,890,mlp,cohen_kappa,1.0
O15530,0.9911,0.9903,0.8046,0.8204,0.9963,0.9962,0.9274,0.9299,0.9963,0.9964,0.9339,0.9343,0.9974,0.9974,0.9519,0.952,7640,1911,263,9288,mlp,cohen_kappa,0.9519
P19793,0.9883,0.9879,0.9251,0.9277,0.9977,0.9976,0.9857,0.9858,0.9977,0.9977,0.9861,0.9861,0.9906,0.9908,0.9461,0.9474,1707,427,194,1940,svc,cohen_kappa,0.9861
P22607,0.9929,0.9927,0.9555,0.9564,0.9957,0.9957,0.9737,0.974,0.9957,0.9957,0.9737,0.974,0.9929,0.9927,0.9555,0.9564,2807,702,319,3190,rf,cohen_kappa,0.9737
P33981,0.9933,0.9931,0.9574,0.9582,0.9933,0.9931,0.9574,0.9582,0.9933,0.9931,0.9574,0.9582,0.9955,0.9955,0.9725,0.9725,1777,445,202,2020,mlp,cohen_kappa,0.9725
Q9NXG6,0.9787,0.9773,0.8459,0.8561,0.9787,0.9773,0.8459,0.8561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,184,47,21,210,svc,cohen_kappa,1.0
P47869,0.9856,0.983,0.6252,0.6744,0.9948,0.9947,0.8953,0.8971,0.9794,0.9804,0.6447,0.6484,0.9887,0.9886,0.7785,0.7787,3877,970,131,4716,rf,cohen_kappa,0.8953
Q9UHD2,0.9945,0.9944,0.9647,0.9653,0.9945,0.9944,0.9647,0.9653,0.9945,0.9946,0.9667,0.9672,0.9448,0.933,0.5224,0.5946,721,181,82,820,svc,cohen_kappa,0.9667
Q96LA8,0.9574,0.9508,0.6466,0.6912,1.0,1.0,1.0,1.0,0.9787,0.9798,0.8773,0.884,1.0,1.0,1.0,1.0,184,47,21,210,rf,cohen_kappa,1.0
Q9UQB9,0.973,0.9596,0.0,0.0,0.9946,0.9943,0.8862,0.892,0.9892,0.9892,0.7944,0.7944,0.9892,0.9879,0.7448,0.7703,740,185,25,900,rf,f1_score,0.9943
P08912,0.9857,0.9851,0.9053,0.9094,0.9857,0.9851,0.9053,0.9094,0.975,0.976,0.859,0.8634,0.9857,0.9857,0.9122,0.9122,1117,280,127,1270,mlp,cohen_kappa,0.9122
P11150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9984,0.9984,0.9903,0.9903,2472,619,281,2810,xgb,cohen_kappa,1.0
P53582,0.973,0.9596,0.0,0.0,0.9917,0.9909,0.8141,0.8285,0.9917,0.992,0.8529,0.8552,0.9938,0.9934,0.8664,0.8743,1924,481,65,2340,mlp,f1_score,0.9934
Q9UKE5,0.9832,0.9824,0.8909,0.8963,0.9916,0.9914,0.9478,0.9491,0.9958,0.9958,0.9744,0.9748,0.9832,0.9824,0.8909,0.8963,950,238,108,1080,svc,cohen_kappa,0.9744
P51787,0.9859,0.9853,0.9015,0.9059,1.0,1.0,1.0,1.0,0.9577,0.9615,0.7774,0.7974,1.0,1.0,1.0,1.0,281,71,32,320,rf,cohen_kappa,1.0
P09467,0.9961,0.996,0.9211,0.924,0.9989,0.9989,0.9786,0.9788,0.9983,0.9983,0.9682,0.9683,0.9978,0.9978,0.9589,0.9591,7252,1813,245,8820,rf,cohen_kappa,0.9786
P11229,0.9521,0.952,0.8916,0.8916,0.9491,0.9487,0.8835,0.8845,0.9222,0.9232,0.83,0.8335,0.9371,0.9371,0.858,0.858,1334,334,556,1112,xgb,cohen_kappa,0.8916
Q06418,0.9811,0.9802,0.8787,0.8853,0.9811,0.9802,0.8787,0.8853,0.9811,0.9802,0.8787,0.8853,0.9811,0.9802,0.8787,0.8853,211,53,24,240,xgb,cohen_kappa,0.8787
Q9NR96,0.9592,0.9528,0.6475,0.6919,0.9796,0.9782,0.8464,0.8566,0.9796,0.9806,0.8778,0.8844,0.9796,0.9806,0.8778,0.8844,193,49,22,220,svc,cohen_kappa,0.8778
Q86X55,0.9747,0.9622,0.0,0.0,0.9916,0.9907,0.7959,0.813,0.9958,0.9956,0.9069,0.9109,0.9916,0.9916,0.829,0.829,947,237,32,1152,svc,f1_score,0.9956
P37268,0.985,0.9844,0.901,0.9054,0.988,0.9876,0.9221,0.9249,0.988,0.9878,0.9245,0.9251,0.988,0.9878,0.9245,0.9251,1328,333,151,1510,svc,cohen_kappa,0.9245
P29597,0.9565,0.9571,0.9053,0.9094,1.0,1.0,1.0,1.0,0.9565,0.9571,0.9053,0.9094,0.9565,0.9571,0.9053,0.9094,273,69,114,228,rf,cohen_kappa,1.0
Q15759,0.942,0.9284,0.4773,0.5599,0.9565,0.9547,0.7039,0.7073,0.9565,0.9603,0.7767,0.7968,0.942,0.9457,0.6828,0.6915,272,69,31,310,svc,cohen_kappa,0.7767
P07339,0.9818,0.9817,0.9588,0.9589,0.9818,0.9817,0.9588,0.9589,0.9787,0.9787,0.9523,0.9523,0.9726,0.9727,0.9387,0.9387,1312,329,547,1094,xgb,cohen_kappa,0.9588
P30559,0.9938,0.9937,0.9613,0.9616,0.9948,0.9948,0.9679,0.9681,0.9885,0.9886,0.9315,0.9317,0.9938,0.9937,0.9613,0.9616,3836,960,436,4360,rf,cohen_kappa,0.9679
Q07869,0.9974,0.9974,0.9841,0.9842,0.9974,0.9974,0.9841,0.9842,0.9935,0.9935,0.9609,0.961,0.9883,0.9882,0.9288,0.9288,3062,766,348,3480,xgb,cohen_kappa,0.9841
O60427,0.9636,0.9594,0.7317,0.7596,0.9818,0.9809,0.8791,0.8856,0.9636,0.9636,0.78,0.78,1.0,1.0,1.0,1.0,220,55,25,250,mlp,cohen_kappa,1.0
Q15722,0.9923,0.9921,0.951,0.9521,0.9897,0.9894,0.9338,0.9358,0.9897,0.9896,0.9355,0.936,0.9871,0.987,0.9205,0.9206,1548,388,176,1760,xgb,cohen_kappa,0.951
P21452,0.9954,0.9954,0.9718,0.972,0.9947,0.9946,0.967,0.9673,0.9878,0.988,0.9282,0.9288,0.9962,0.9962,0.977,0.977,5244,1312,596,5960,mlp,cohen_kappa,0.977
P41229,0.9091,0.9048,0.7805,0.8,0.8788,0.8704,0.7,0.7338,0.9697,0.9693,0.9302,0.9325,0.8182,0.813,0.5714,0.5774,129,33,54,108,svc,cohen_kappa,0.9302
P43115,0.9961,0.9961,0.976,0.9763,0.9961,0.9961,0.976,0.9763,0.9961,0.9961,0.976,0.9763,0.9948,0.9948,0.9686,0.9686,3097,775,352,3520,xgb,cohen_kappa,0.976
Q96KQ7,1.0,1.0,1.0,1.0,0.9915,0.9913,0.9477,0.949,1.0,1.0,1.0,1.0,0.9829,0.9821,0.8908,0.8961,466,117,53,530,xgb,cohen_kappa,1.0
P47898,0.9795,0.9735,0.3934,0.4948,0.9905,0.9895,0.7832,0.8023,0.9864,0.9864,0.743,0.743,0.9918,0.9916,0.8379,0.8391,2930,733,99,3564,mlp,cohen_kappa,0.8379
P14555,0.9886,0.9882,0.9271,0.9296,0.9886,0.9882,0.9271,0.9296,0.9943,0.9942,0.9646,0.9652,0.9886,0.9882,0.9271,0.9296,1399,350,159,1590,svc,cohen_kappa,0.9646
Q16678,0.9734,0.9603,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962,0.9963,0.9314,0.9336,2101,526,71,2556,rf,f1_score,1.0
P04066,0.9899,0.9896,0.9357,0.9376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,396,99,45,450,rf,cohen_kappa,1.0
O60674,0.9976,0.9976,0.9853,0.9853,0.9972,0.9972,0.9832,0.9832,0.9955,0.9955,0.973,0.9731,0.9941,0.9942,0.965,0.9652,11572,2893,1315,13150,xgb,cohen_kappa,0.9853
P32246,0.9933,0.9928,0.8538,0.863,0.9969,0.9968,0.9364,0.9383,0.9946,0.9948,0.9035,0.9054,0.9982,0.9982,0.9652,0.9653,8909,2228,301,10836,mlp,cohen_kappa,0.9652
Q9NYY3,0.9623,0.9623,0.7792,0.7792,0.9811,0.9802,0.8787,0.8853,1.0,1.0,1.0,1.0,0.9623,0.9623,0.7792,0.7792,211,53,24,240,svc,cohen_kappa,1.0
Q8NET8,0.9979,0.9979,0.9874,0.9875,0.9979,0.9979,0.9874,0.9875,0.9918,0.9919,0.951,0.9513,0.9959,0.9959,0.9745,0.9748,1944,487,221,2210,xgb,cohen_kappa,0.9874
P24723,0.9813,0.9808,0.8787,0.8803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,853,214,97,970,rf,cohen_kappa,1.0
P34998,0.9933,0.9933,0.9588,0.9592,0.9941,0.9941,0.9637,0.964,0.9933,0.9934,0.9598,0.9598,0.9945,0.9945,0.966,0.9664,10216,2555,1161,11610,mlp,cohen_kappa,0.966
Q9HBH9,0.9782,0.9768,0.8532,0.8626,0.9913,0.9911,0.9452,0.9466,0.9913,0.9913,0.9476,0.9476,0.9825,0.9821,0.8905,0.8918,915,229,104,1040,svc,cohen_kappa,0.9476
P14416,0.9774,0.9774,0.9491,0.9491,0.9739,0.9738,0.9409,0.9411,0.9697,0.9698,0.9323,0.9325,0.9774,0.9774,0.9489,0.9491,5676,1419,2365,4730,xgb,cohen_kappa,0.9491
P30530,0.9467,0.9368,0.5763,0.6362,0.9733,0.9713,0.8193,0.833,0.9867,0.9871,0.926,0.9285,0.9867,0.9862,0.9158,0.9191,299,75,34,340,svc,cohen_kappa,0.926
P30419,0.9737,0.9608,0.0,0.0,0.9981,0.9981,0.962,0.9627,1.0,1.0,1.0,1.0,0.9981,0.9981,0.962,0.9627,2131,533,72,2592,svc,f1_score,1.0
Q15119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9885,0.9888,0.9348,0.9368,695,174,79,790,xgb,cohen_kappa,1.0
Q92633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9286,0.9265,0.8372,0.8485,52,14,22,44,xgb,cohen_kappa,1.0
P35368,0.9667,0.9665,0.9245,0.9247,0.9758,0.9756,0.945,0.9453,0.9576,0.9577,0.905,0.9051,0.9636,0.9636,0.9178,0.9179,1317,330,549,1098,rf,cohen_kappa,0.945
Q9UQL6,0.9733,0.9602,0.0,0.0,0.995,0.9947,0.894,0.8991,0.9933,0.9933,0.8716,0.8716,0.9933,0.9931,0.8633,0.8653,2397,600,81,2916,rf,f1_score,0.9947
P00519,0.981,0.981,0.9575,0.9577,0.9946,0.9946,0.9877,0.9878,0.981,0.981,0.9575,0.9577,0.9891,0.9891,0.9755,0.9756,1471,368,613,1226,rf,cohen_kappa,0.9877
P05771,0.9978,0.9978,0.987,0.9871,0.9978,0.9978,0.9868,0.9868,0.9978,0.9978,0.987,0.9871,0.9891,0.9894,0.9378,0.9396,1830,458,208,2080,xgb,cohen_kappa,0.987
P03956,0.9959,0.9959,0.9751,0.9752,0.9965,0.9965,0.9788,0.979,0.9937,0.9938,0.9625,0.9626,0.9937,0.9937,0.9623,0.9623,12742,3186,1448,14480,rf,cohen_kappa,0.9788
P13631,0.9851,0.9845,0.901,0.9055,0.995,0.995,0.9687,0.9692,1.0,1.0,1.0,1.0,0.99,0.9898,0.9358,0.9377,800,201,91,910,svc,cohen_kappa,1.0
P55210,0.9917,0.9909,0.8141,0.8285,0.9975,0.9974,0.9503,0.9515,0.9967,0.9967,0.9386,0.939,0.9967,0.9966,0.9358,0.9359,9620,2405,325,11700,rf,cohen_kappa,0.9503
P51681,0.9966,0.9965,0.9788,0.979,0.9977,0.9977,0.986,0.986,0.9954,0.9954,0.9726,0.9727,0.9973,0.9973,0.9838,0.9838,10436,2610,1186,11860,rf,cohen_kappa,0.986
Q08828,0.973,0.9596,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1332,333,45,1620,rf,f1_score,1.0
P14222,0.9483,0.9379,0.5492,0.6153,0.9828,0.9819,0.8797,0.8861,0.9828,0.9819,0.8797,0.8861,0.9655,0.9615,0.7327,0.7604,228,58,26,260,rf,cohen_kappa,0.8797
P18089,0.9817,0.9769,0.4694,0.5538,0.9908,0.9899,0.788,0.8063,0.975,0.9769,0.5927,0.6007,0.9875,0.9872,0.7477,0.7486,4795,1199,162,5832,rf,cohen_kappa,0.788
Q9H5J4,0.9723,0.9587,0.0,0.0,0.9983,0.9982,0.9669,0.9674,1.0,1.0,1.0,1.0,0.9983,0.9983,0.9688,0.9693,2308,578,78,2808,svc,f1_score,1.0
O75164,0.9719,0.9581,0.0,0.0,0.9916,0.9908,0.8194,0.8331,0.9972,0.9973,0.9509,0.9521,0.9916,0.9914,0.8378,0.839,1420,356,48,1728,svc,f1_score,0.9973
P08913,0.9896,0.9884,0.7577,0.781,0.9922,0.9916,0.8281,0.8406,0.9845,0.9856,0.748,0.7572,0.9922,0.992,0.8427,0.8447,10804,2702,366,13140,mlp,cohen_kappa,0.8427
Q16832,0.9747,0.9622,0.0,0.0,0.9916,0.9907,0.7959,0.813,0.9916,0.9921,0.8529,0.8623,0.9705,0.9757,0.6184,0.669,947,237,32,1152,svc,f1_score,0.9921
P47871,0.991,0.991,0.9797,0.9797,0.991,0.991,0.9797,0.9797,0.9701,0.9702,0.9334,0.9342,0.979,0.9791,0.9529,0.9529,1334,334,556,1112,xgb,cohen_kappa,0.9797
Q05469,0.9965,0.9965,0.9784,0.9784,0.9929,0.9928,0.9561,0.9563,0.984,0.9846,0.9101,0.9138,0.9894,0.9895,0.9365,0.9367,2252,564,256,2560,xgb,cohen_kappa,0.9784
P35367,0.985,0.9845,0.903,0.9062,0.985,0.9846,0.9039,0.9063,0.9719,0.9727,0.8403,0.8426,0.9784,0.9789,0.8748,0.8759,4268,1067,485,4850,rf,cohen_kappa,0.9039
P41145,0.9925,0.9923,0.9528,0.9536,0.9899,0.9897,0.9359,0.9378,0.9891,0.9892,0.9352,0.9354,0.9952,0.9953,0.9714,0.9714,14308,3578,1626,16260,mlp,cohen_kappa,0.9714
Q9H7Z7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9318,0.9398,0.6916,0.727,176,44,20,200,xgb,cohen_kappa,1.0
P68400,0.9885,0.987,0.7219,0.7515,0.9954,0.9952,0.9039,0.9081,0.9954,0.9955,0.9143,0.9147,0.9954,0.9952,0.9039,0.9081,5239,1310,177,6372,svc,cohen_kappa,0.9143
P24530,1.0,1.0,1.0,1.0,0.9916,0.9916,0.9811,0.9812,0.9916,0.9916,0.9813,0.9815,0.9916,0.9916,0.9813,0.9815,475,119,198,396,xgb,cohen_kappa,1.0
Q969S8,0.9876,0.9858,0.6979,0.7321,0.9946,0.9943,0.8861,0.8919,0.9915,0.9914,0.8362,0.8363,0.9876,0.9868,0.7357,0.7422,5152,1288,175,6265,rf,cohen_kappa,0.8861
Q15761,0.9955,0.9954,0.9719,0.9723,0.9916,0.9914,0.9471,0.948,0.9883,0.9885,0.9311,0.9315,0.9935,0.9935,0.9605,0.9605,6177,1545,702,7020,xgb,cohen_kappa,0.9719
P07948,0.9273,0.9127,0.3973,0.4454,0.9545,0.9475,0.6452,0.6901,0.9727,0.9733,0.8421,0.8433,0.9273,0.9302,0.5963,0.5994,440,110,50,500,svc,cohen_kappa,0.8421
P15090,0.973,0.9596,0.0,0.0,0.9955,0.9953,0.9068,0.9108,0.9865,0.987,0.7623,0.7647,0.9932,0.9934,0.8765,0.8773,1776,444,60,2160,rf,f1_score,0.9953
P23219,0.9914,0.9912,0.9453,0.9467,0.9857,0.9851,0.906,0.9101,0.9842,0.9844,0.9061,0.9063,0.99,0.9899,0.9385,0.9385,2789,698,317,3170,xgb,cohen_kappa,0.9453
P53634,0.9975,0.9974,0.9495,0.9507,0.9981,0.9981,0.9626,0.9633,0.9975,0.9975,0.9518,0.9518,0.9992,0.9992,0.9838,0.9838,18914,4729,639,23004,mlp,cohen_kappa,0.9838
P50336,0.9184,0.8793,0.0,0.0,0.9796,0.9782,0.8464,0.8566,0.9388,0.9418,0.6334,0.6382,0.9796,0.9782,0.8464,0.8566,193,49,22,220,rf,f1_score,0.9782
P09874,0.9955,0.9955,0.9724,0.9726,0.9913,0.9912,0.9455,0.9464,0.9916,0.9916,0.9496,0.9497,0.9947,0.9947,0.9677,0.9677,14273,3569,1622,16220,xgb,cohen_kappa,0.9724
P06213,0.9873,0.9868,0.9162,0.9194,0.9936,0.9935,0.9595,0.9603,1.0,1.0,1.0,1.0,0.9809,0.9798,0.8698,0.8773,624,157,71,710,svc,cohen_kappa,1.0
P10275,0.9877,0.9874,0.9216,0.9235,0.9906,0.9904,0.9405,0.9421,0.9836,0.9837,0.9023,0.9025,0.993,0.993,0.9574,0.9574,6820,1705,775,7750,mlp,cohen_kappa,0.9574
P28074,0.9879,0.9875,0.922,0.9248,0.9939,0.9938,0.9622,0.9629,0.9939,0.9938,0.9622,0.9629,0.9919,0.9918,0.9501,0.9504,1980,495,225,2250,rf,cohen_kappa,0.9622
P17706,0.9971,0.9971,0.9825,0.9827,0.9971,0.9971,0.9825,0.9827,0.9856,0.9859,0.9174,0.9186,0.9885,0.9887,0.9331,0.9336,1390,348,158,1580,xgb,cohen_kappa,0.9825
Q9Y2I1,0.9654,0.9633,0.7642,0.7719,0.9792,0.9785,0.8638,0.8673,0.9689,0.9701,0.825,0.8289,0.9827,0.9828,0.8961,0.8963,1152,289,131,1310,mlp,cohen_kappa,0.8961
Q9UNQ0,0.9848,0.9819,0.6022,0.6563,0.9932,0.9928,0.8538,0.863,0.9941,0.9943,0.8955,0.898,0.9941,0.9938,0.8783,0.8817,4736,1184,160,5760,svc,cohen_kappa,0.8955
Q13133,0.9869,0.9864,0.9142,0.9176,0.9869,0.9864,0.9142,0.9176,0.9794,0.9796,0.8775,0.878,0.9831,0.9835,0.9016,0.9029,2129,533,242,2420,xgb,cohen_kappa,0.9142
P55157,1.0,1.0,1.0,1.0,0.997,0.9969,0.9814,0.9816,1.0,1.0,1.0,1.0,0.9939,0.9939,0.9633,0.9633,1320,330,150,1500,xgb,cohen_kappa,1.0
P31749,0.995,0.995,0.9695,0.9695,0.995,0.9949,0.9691,0.9693,0.9931,0.9932,0.9592,0.9595,0.995,0.995,0.9695,0.9695,6380,1595,725,7250,xgb,cohen_kappa,0.9695
P21802,0.9983,0.9982,0.9658,0.9663,1.0,1.0,1.0,1.0,0.9974,0.9974,0.9525,0.9536,0.9991,0.9991,0.9837,0.9838,4588,1147,155,5580,rf,cohen_kappa,1.0
P10826,0.9906,0.9903,0.9393,0.941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9953,0.9953,0.9718,0.9722,844,212,96,960,rf,cohen_kappa,1.0
P23946,0.9949,0.9947,0.8934,0.8986,0.9977,0.9976,0.9533,0.9544,0.9953,0.9955,0.9154,0.9169,0.9988,0.9988,0.9775,0.9775,10271,2568,347,12492,mlp,cohen_kappa,0.9775
P21453,0.9954,0.9953,0.9715,0.9717,0.9971,0.9971,0.9822,0.9824,0.9948,0.9948,0.9687,0.9688,0.996,0.996,0.9758,0.976,6916,1730,786,7860,rf,cohen_kappa,0.9822
Q9UBY5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67,17,28,56,xgb,cohen_kappa,1.0
P51812,0.9776,0.9761,0.8452,0.8556,0.9776,0.9761,0.8452,0.8556,0.9731,0.9731,0.8352,0.8352,0.9641,0.9633,0.7699,0.7712,888,223,101,1010,xgb,cohen_kappa,0.8452
O00141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9818,0.9818,0.89,0.89,440,110,50,500,xgb,cohen_kappa,1.0
P27361,0.9741,0.9613,0.0,0.0,0.9948,0.9945,0.8863,0.8921,0.9845,0.9851,0.7193,0.7225,0.9948,0.9945,0.8863,0.8921,769,193,26,936,rf,f1_score,0.9945
