,xgb_accuracy,xgb_f1_score,xgb_cohen_kappa,xgb_mcc,rf_accuracy,rf_f1_score,rf_cohen_kappa,rf_mcc,svc_accuracy,svc_f1_score,svc_cohen_kappa,svc_mcc,mlp_accuracy,mlp_f1_score,mlp_cohen_kappa,mlp_mcc,train_count,test_count,actives_count,decoys_count,best_model,best_metric,best_score
P34913,0.9923,0.9923,0.9525,0.953,0.99,0.9899,0.9377,0.9384,0.9877,0.9878,0.9273,0.9277,0.9884,0.9885,0.9319,0.9326,12020,3006,1366,13660,xgb,cohen_kappa,0.9525
P03951,0.9968,0.9968,0.9364,0.9383,0.9995,0.9995,0.9914,0.9914,0.9973,0.9974,0.951,0.9521,0.9995,0.9996,0.9915,0.9915,8883,2221,302,10802,mlp,cohen_kappa,0.9915
Q06418,0.9811,0.9802,0.8787,0.8853,0.9811,0.9802,0.8787,0.8853,0.9811,0.9802,0.8787,0.8853,0.9811,0.9802,0.8787,0.8853,211,53,24,240,xgb,cohen_kappa,0.8787
O15379,0.994,0.9937,0.8726,0.8798,0.9928,0.9923,0.8433,0.8539,0.9897,0.9899,0.8133,0.8142,0.9947,0.9947,0.8982,0.8983,16702,4176,567,20311,mlp,cohen_kappa,0.8982
O60674,0.9976,0.9976,0.9853,0.9853,0.9972,0.9972,0.9832,0.9832,0.9955,0.9955,0.973,0.9731,0.9941,0.9942,0.965,0.9652,11572,2893,1315,13150,xgb,cohen_kappa,0.9853
P03956,0.9959,0.9959,0.9751,0.9752,0.9965,0.9965,0.9788,0.979,0.9937,0.9938,0.9625,0.9626,0.9937,0.9937,0.9623,0.9623,12742,3186,1448,14480,rf,cohen_kappa,0.9788
Q06124,0.9412,0.9295,0.546,0.6128,0.9412,0.9295,0.546,0.6128,0.9608,0.9608,0.7783,0.7783,0.9412,0.9295,0.546,0.6128,202,51,23,230,svc,cohen_kappa,0.7783
Q13526,0.9737,0.9717,0.8195,0.8332,0.9737,0.9728,0.8319,0.8348,0.9671,0.9676,0.8094,0.81,0.9671,0.9666,0.7968,0.7975,607,152,69,690,rf,cohen_kappa,0.8319
P25025,0.9964,0.9964,0.9782,0.9782,0.9952,0.9952,0.9704,0.9708,0.9928,0.9929,0.9576,0.958,0.9988,0.9988,0.9927,0.9927,3344,836,380,3800,mlp,cohen_kappa,0.9927
Q99572,0.9958,0.9957,0.9741,0.9742,0.9954,0.9954,0.972,0.9722,0.9867,0.9869,0.9226,0.9236,0.9951,0.9951,0.9704,0.9704,12302,3076,1398,13980,xgb,cohen_kappa,0.9741
Q00796,0.9487,0.9495,0.8889,0.8944,1.0,1.0,1.0,1.0,0.9744,0.9746,0.9434,0.9449,0.9487,0.9495,0.8889,0.8944,153,39,64,128,rf,cohen_kappa,1.0
Q9H8M2,0.978,0.9766,0.8455,0.8558,0.989,0.9887,0.9274,0.9298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,360,91,41,410,svc,cohen_kappa,1.0
P46663,0.9936,0.9932,0.8658,0.8737,0.997,0.9969,0.9404,0.9421,0.9953,0.9954,0.9162,0.9172,0.998,0.998,0.9615,0.9618,11933,2984,409,14508,mlp,cohen_kappa,0.9615
P43166,0.9901,0.9894,0.7845,0.795,0.9923,0.9919,0.8408,0.8447,0.9895,0.9896,0.8057,0.8059,0.996,0.996,0.9237,0.9237,12964,3241,442,15763,mlp,cohen_kappa,0.9237
P42892,0.9915,0.9908,0.8098,0.8248,0.9963,0.9962,0.9244,0.9271,0.9979,0.9979,0.9589,0.9591,0.9952,0.9951,0.9048,0.906,7548,1887,255,9180,svc,cohen_kappa,0.9589
P0DMS9,0.9677,0.9644,0.7613,0.784,0.9839,0.9831,0.8913,0.8966,0.9677,0.9677,0.8005,0.8005,0.9758,0.9741,0.8294,0.8417,492,124,56,560,rf,cohen_kappa,0.8913
Q96RI1,0.9856,0.983,0.63,0.6781,1.0,1.0,1.0,1.0,0.9982,0.9982,0.9668,0.9673,0.9955,0.9957,0.9208,0.9237,4440,1110,150,5400,rf,cohen_kappa,1.0
Q9UBY5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67,17,28,56,xgb,cohen_kappa,1.0
P42345,0.9942,0.9942,0.987,0.987,0.9971,0.9971,0.9935,0.9935,0.9952,0.9952,0.9892,0.9892,0.9942,0.9942,0.987,0.987,4137,1035,1724,3448,rf,cohen_kappa,0.9935
Q10469,0.9902,0.9899,0.9358,0.9378,0.9902,0.9899,0.9358,0.9378,0.9706,0.9724,0.8411,0.8519,0.9706,0.9679,0.7848,0.8036,404,102,46,460,xgb,cohen_kappa,0.9358
P25100,0.9828,0.9829,0.9616,0.9617,0.9902,0.9902,0.9779,0.9779,0.973,0.973,0.9392,0.9392,0.9877,0.9878,0.9725,0.9725,1632,408,680,1360,rf,cohen_kappa,0.9779
P06401,0.9877,0.9875,0.9227,0.9235,0.9884,0.9881,0.9259,0.9278,0.9877,0.9877,0.926,0.9261,0.9855,0.9855,0.9126,0.9127,5508,1378,626,6260,svc,cohen_kappa,0.926
P04049,0.9894,0.9893,0.9354,0.9356,0.9965,0.9964,0.9785,0.9787,0.9894,0.9895,0.9376,0.9378,0.993,0.9928,0.9561,0.9571,1135,284,129,1290,rf,cohen_kappa,0.9785
Q16665,0.9462,0.9348,0.5231,0.5951,0.957,0.9542,0.6915,0.6999,0.957,0.957,0.7265,0.7265,0.957,0.9542,0.6915,0.6999,369,93,42,420,svc,cohen_kappa,0.7265
Q04609,0.9977,0.9976,0.9577,0.9586,0.9992,0.9992,0.9863,0.9864,0.9992,0.9992,0.9863,0.9864,0.9977,0.9977,0.9599,0.9599,5200,1301,191,6310,rf,cohen_kappa,0.9863
P00813,0.9643,0.9605,0.751,0.7754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9643,0.9605,0.751,0.7754,334,84,38,380,rf,cohen_kappa,1.0
P49336,0.9762,0.9669,0.206,0.3389,1.0,1.0,1.0,1.0,0.9984,0.9984,0.9706,0.971,0.9936,0.994,0.8915,0.8968,2516,629,85,3060,rf,cohen_kappa,1.0
P48147,0.9886,0.9883,0.9272,0.9296,0.9915,0.9913,0.9462,0.9475,0.9943,0.9943,0.9656,0.9656,0.9858,0.9859,0.9153,0.9154,1408,352,160,1600,svc,cohen_kappa,0.9656
P43405,0.9962,0.9962,0.9769,0.9772,0.9962,0.9962,0.9772,0.9772,0.9941,0.9941,0.9645,0.9645,0.9973,0.9973,0.9837,0.9837,7462,1866,848,8480,mlp,cohen_kappa,0.9837
Q8WTV0,0.9735,0.9713,0.8097,0.8247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,448,113,51,510,rf,cohen_kappa,1.0
P23141,0.9861,0.9856,0.9105,0.9142,0.9834,0.9826,0.891,0.8964,0.9668,0.968,0.815,0.8185,0.9584,0.9538,0.696,0.7215,1443,361,164,1640,xgb,cohen_kappa,0.9105
O94953,0.9524,0.9514,0.8889,0.8944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,84,21,35,70,rf,cohen_kappa,1.0
Q9HCG7,0.9975,0.9975,0.9511,0.9523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9938,0.9939,0.8857,0.8859,3226,807,109,3924,rf,cohen_kappa,1.0
O43451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,501,126,57,570,xgb,cohen_kappa,1.0
O60235,0.9892,0.9889,0.9275,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9892,0.9889,0.9275,0.93,369,93,42,420,rf,cohen_kappa,1.0
P08922,0.9767,0.9752,0.8448,0.8551,0.9767,0.9752,0.8448,0.8551,0.9767,0.9752,0.8448,0.8551,0.9884,0.988,0.927,0.9295,343,86,39,390,mlp,cohen_kappa,0.927
P30874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9922,0.9922,0.9826,0.9827,511,128,213,426,xgb,cohen_kappa,1.0
P22413,0.9592,0.9528,0.6475,0.6919,0.9796,0.9782,0.8464,0.8566,0.9184,0.9256,0.5566,0.5708,0.9796,0.9782,0.8464,0.8566,193,49,22,220,rf,cohen_kappa,0.8464
P19971,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655,0.9681,0.8147,0.8291,0.931,0.9093,0.3136,0.4312,228,58,26,260,xgb,cohen_kappa,1.0
Q9H5J4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9884,0.9887,0.9347,0.9367,1.0,1.0,1.0,1.0,686,172,78,780,xgb,cohen_kappa,1.0
Q9NR97,0.9787,0.9773,0.8459,0.8561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,184,47,21,210,rf,cohen_kappa,1.0
Q969S8,0.9876,0.9858,0.6979,0.7321,0.9946,0.9943,0.8861,0.8919,0.9915,0.9914,0.8362,0.8363,0.9876,0.9868,0.7357,0.7422,5152,1288,175,6265,rf,cohen_kappa,0.8861
P10276,1.0,1.0,1.0,1.0,0.9928,0.9927,0.9561,0.957,0.9928,0.9929,0.959,0.9598,1.0,1.0,1.0,1.0,554,139,63,630,xgb,cohen_kappa,1.0
Q14832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9844,0.9837,0.9006,0.9051,255,64,29,290,xgb,cohen_kappa,1.0
Q15139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9697,0.9693,0.9302,0.9325,1.0,1.0,1.0,1.0,132,33,55,110,xgb,cohen_kappa,1.0
Q8NER1,0.9961,0.9961,0.9759,0.9762,0.9941,0.9941,0.9637,0.9641,0.9899,0.99,0.9405,0.941,0.9964,0.9964,0.9784,0.9784,12293,3074,1397,13970,mlp,cohen_kappa,0.9784
P23946,0.9949,0.9947,0.8934,0.8986,0.9977,0.9976,0.9533,0.9544,0.9953,0.9955,0.9154,0.9169,0.9988,0.9988,0.9775,0.9775,10271,2568,347,12492,mlp,cohen_kappa,0.9775
P02766,0.7778,0.7641,0.4545,0.4725,0.7778,0.7381,0.4,0.5,0.7778,0.7641,0.4545,0.4725,0.7778,0.7381,0.4,0.5,69,18,29,58,xgb,cohen_kappa,0.4545
P36639,0.9623,0.9579,0.731,0.7589,0.9623,0.9579,0.731,0.7589,0.9623,0.9579,0.731,0.7589,0.9623,0.9579,0.731,0.7589,211,53,24,240,xgb,cohen_kappa,0.731
Q13002,0.9983,0.9983,0.9669,0.9674,0.9983,0.9983,0.9669,0.9674,0.9983,0.9983,0.9669,0.9674,0.9983,0.9983,0.9669,0.9674,2397,600,81,2916,xgb,cohen_kappa,0.9669
P53667,0.9818,0.9809,0.8791,0.8856,0.9818,0.9809,0.8791,0.8856,0.9909,0.9911,0.9474,0.9487,0.9636,0.9636,0.78,0.78,440,110,50,500,svc,cohen_kappa,0.9474
P35368,0.9667,0.9665,0.9245,0.9247,0.9758,0.9756,0.945,0.9453,0.9576,0.9577,0.905,0.9051,0.9636,0.9636,0.9178,0.9179,1317,330,549,1098,rf,cohen_kappa,0.945
P50336,0.963,0.9613,0.867,0.8748,0.963,0.9613,0.867,0.8748,0.963,0.9613,0.867,0.8748,0.963,0.9613,0.867,0.8748,105,27,22,110,xgb,cohen_kappa,0.867
Q99538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9932,0.9934,0.9593,0.96,1.0,1.0,1.0,1.0,589,148,67,670,xgb,cohen_kappa,1.0
Q9NYK1,0.9895,0.9892,0.9354,0.9374,0.9895,0.9892,0.9354,0.9374,0.9789,0.9789,0.8773,0.8773,1.0,1.0,1.0,1.0,378,95,43,430,mlp,cohen_kappa,1.0
P32754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982,0.9983,0.9668,0.9674,1.0,1.0,1.0,1.0,2249,563,76,2736,xgb,cohen_kappa,1.0
P54760,0.9805,0.9802,0.8782,0.879,0.9805,0.9802,0.8782,0.879,0.987,0.9874,0.9262,0.9287,0.961,0.9632,0.7911,0.7989,616,154,70,700,svc,cohen_kappa,0.9262
Q07912,0.9937,0.9938,0.9621,0.9628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,633,159,72,720,rf,cohen_kappa,1.0
P14061,0.9925,0.9921,0.8416,0.8473,0.997,0.9969,0.9396,0.9414,0.9965,0.9965,0.9351,0.9355,0.9985,0.9985,0.9712,0.9712,7992,1998,270,9720,mlp,cohen_kappa,0.9712
P41968,0.9895,0.9886,0.8096,0.8247,1.0,1.0,1.0,1.0,0.9979,0.9979,0.9686,0.9691,0.9979,0.9979,0.9686,0.9691,1909,478,81,2306,rf,cohen_kappa,1.0
P21917,0.9914,0.9913,0.9467,0.9472,0.9882,0.9879,0.9252,0.9267,0.9871,0.9873,0.9237,0.924,0.9903,0.9903,0.941,0.9411,11184,2797,1271,12710,xgb,cohen_kappa,0.9467
P11137,0.9904,0.9901,0.936,0.9379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,413,104,47,470,rf,cohen_kappa,1.0
P35218,0.9862,0.9838,0.6438,0.689,0.9911,0.9903,0.7956,0.8128,0.9862,0.9862,0.7336,0.7336,0.9911,0.9907,0.8118,0.8163,4055,1014,137,4932,mlp,cohen_kappa,0.8118
P25440,0.991,0.9902,0.7956,0.8128,0.9979,0.9979,0.9589,0.9597,0.9952,0.9953,0.9111,0.9118,0.9972,0.9972,0.9445,0.946,5801,1451,196,7056,rf,cohen_kappa,0.9589
O95263,0.9874,0.9856,0.6969,0.7313,0.9989,0.9988,0.9781,0.9784,0.9989,0.9988,0.9781,0.9784,0.9966,0.9965,0.9316,0.9338,3492,874,118,4248,rf,cohen_kappa,0.9781
P10619,0.9993,0.9993,0.9859,0.986,0.9993,0.9993,0.9859,0.986,0.9993,0.9993,0.9859,0.986,0.9986,0.9985,0.9715,0.9719,5535,1384,187,6732,xgb,cohen_kappa,0.9859
P06276,0.9888,0.9886,0.9294,0.9309,0.9883,0.9879,0.9248,0.9274,0.9849,0.9851,0.9111,0.9115,0.9905,0.9905,0.9428,0.9428,7154,1789,813,8130,mlp,cohen_kappa,0.9428
Q96GD4,0.9951,0.9949,0.898,0.9027,0.9965,0.9964,0.9291,0.9314,0.9977,0.9977,0.9564,0.9566,0.9977,0.9976,0.9546,0.9549,17168,4292,580,20880,svc,cohen_kappa,0.9564
Q6PCB7,0.92,0.8917,0.2321,0.3623,0.9867,0.9871,0.926,0.9285,0.9733,0.9748,0.8603,0.8689,0.9867,0.9871,0.926,0.9285,299,75,34,340,rf,cohen_kappa,0.926
Q05586,0.9839,0.9831,0.8913,0.8966,0.9919,0.9918,0.948,0.9493,0.9919,0.9921,0.9521,0.9532,0.9839,0.9831,0.8913,0.8966,492,124,56,560,svc,cohen_kappa,0.9521
P00519,0.981,0.981,0.9575,0.9577,0.9946,0.9946,0.9877,0.9878,0.981,0.981,0.9575,0.9577,0.9891,0.9891,0.9755,0.9756,1471,368,613,1226,rf,cohen_kappa,0.9877
P00491,0.993,0.993,0.9572,0.9573,1.0,1.0,1.0,1.0,0.9977,0.9977,0.9861,0.9862,0.9977,0.9977,0.9861,0.9862,1716,429,195,1950,rf,cohen_kappa,1.0
Q03181,0.9948,0.9947,0.9677,0.9678,0.9974,0.9974,0.9839,0.984,0.9908,0.9909,0.9453,0.9456,0.9843,0.9839,0.9005,0.9016,3044,762,346,3460,rf,cohen_kappa,0.9839
Q9HBH9,0.9782,0.9768,0.8532,0.8626,0.9913,0.9911,0.9452,0.9466,0.9913,0.9913,0.9476,0.9476,0.9825,0.9821,0.8905,0.8918,915,229,104,1040,svc,cohen_kappa,0.9476
P05121,0.9671,0.9638,0.7657,0.7876,0.9803,0.9792,0.8694,0.8769,0.9737,0.9751,0.8606,0.869,0.9868,0.9864,0.9159,0.9192,607,152,69,690,mlp,cohen_kappa,0.9159
P49759,0.9884,0.988,0.927,0.9295,0.9884,0.988,0.927,0.9295,0.9651,0.966,0.8042,0.806,0.9419,0.9459,0.7051,0.7164,343,86,39,390,xgb,cohen_kappa,0.927
O94925,0.9973,0.9972,0.9831,0.9832,0.9982,0.9982,0.9888,0.9889,1.0,1.0,1.0,1.0,0.9982,0.9982,0.989,0.9891,4364,1092,496,4960,svc,cohen_kappa,1.0
P28472,0.9739,0.9718,0.8099,0.825,0.9652,0.9678,0.8145,0.8289,0.9565,0.9603,0.7767,0.7968,0.9565,0.9555,0.7132,0.7144,457,115,52,520,rf,cohen_kappa,0.8145
P49683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9886,0.9889,0.9349,0.9369,704,176,80,800,xgb,cohen_kappa,1.0
P13945,0.995,0.9948,0.8949,0.8999,0.9981,0.9981,0.9629,0.9636,0.9981,0.9981,0.9646,0.9646,0.9994,0.9994,0.9879,0.988,6423,1606,217,7812,mlp,cohen_kappa,0.9879
P28221,0.9917,0.9916,0.9479,0.9492,0.99,0.9897,0.9361,0.938,0.9888,0.9888,0.9327,0.9328,0.9923,0.9923,0.9529,0.953,6776,1694,770,7700,mlp,cohen_kappa,0.9529
Q3SYC2,0.9977,0.9976,0.954,0.9551,0.9985,0.9984,0.9698,0.9702,0.9992,0.9992,0.9851,0.9852,0.9977,0.9977,0.9566,0.9567,5209,1303,176,6336,svc,cohen_kappa,0.9851
P43235,0.9809,0.9809,0.957,0.957,0.9821,0.982,0.9593,0.9597,0.9582,0.9584,0.9072,0.9079,0.9821,0.9821,0.9596,0.9596,3348,837,1395,2790,mlp,cohen_kappa,0.9596
P11229,0.9521,0.952,0.8916,0.8916,0.9491,0.9487,0.8835,0.8845,0.9222,0.9232,0.83,0.8335,0.9371,0.9371,0.858,0.858,1334,334,556,1112,xgb,cohen_kappa,0.8916
P15086,0.9733,0.9713,0.8193,0.833,0.9867,0.9862,0.9158,0.9191,0.9467,0.9467,0.6849,0.6849,0.9733,0.9748,0.8603,0.8689,299,75,34,340,rf,cohen_kappa,0.9158
O95271,0.9905,0.9904,0.9407,0.9412,0.9905,0.9903,0.9393,0.941,0.9834,0.984,0.9065,0.9105,0.9881,0.9882,0.9285,0.9286,1680,421,191,1910,xgb,cohen_kappa,0.9407
P61073,0.9834,0.9809,0.6798,0.7176,0.9917,0.9912,0.8607,0.8692,0.9967,0.9966,0.9483,0.9496,0.9934,0.993,0.8914,0.8967,2416,604,104,2916,svc,cohen_kappa,0.9483
O00141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9818,0.9818,0.89,0.89,440,110,50,500,xgb,cohen_kappa,1.0
P25929,0.9925,0.9924,0.9531,0.9535,0.9955,0.9954,0.9719,0.9723,0.9955,0.9955,0.9731,0.9735,0.9985,0.9985,0.9909,0.9909,2648,663,301,3010,mlp,cohen_kappa,0.9909
P14920,0.9838,0.9804,0.5647,0.6273,0.9968,0.9967,0.9345,0.9365,0.9968,0.9968,0.9417,0.9433,0.9968,0.9967,0.9345,0.9365,3700,925,125,4500,svc,cohen_kappa,0.9417
Q13627,0.9839,0.9839,0.9002,0.9002,0.9919,0.9918,0.948,0.9493,0.9758,0.9771,0.8668,0.8746,0.9758,0.9763,0.8563,0.8572,492,124,56,560,rf,cohen_kappa,0.948
Q9UKE5,0.9832,0.9824,0.8909,0.8963,0.9916,0.9914,0.9478,0.9491,0.9958,0.9958,0.9744,0.9748,0.9832,0.9824,0.8909,0.8963,950,238,108,1080,svc,cohen_kappa,0.9744
P47870,0.939,0.9231,0.4225,0.5175,1.0,1.0,1.0,1.0,0.939,0.9438,0.673,0.6864,0.9634,0.9588,0.7092,0.7412,325,82,37,370,rf,cohen_kappa,1.0
P43681,0.986,0.9859,0.913,0.9131,0.9916,0.9915,0.9478,0.9479,0.9776,0.9784,0.8734,0.8774,0.9916,0.9915,0.9478,0.9479,1425,357,162,1620,rf,cohen_kappa,0.9478
P08913,0.9896,0.9884,0.7577,0.781,0.9922,0.9916,0.8281,0.8406,0.9845,0.9856,0.748,0.7572,0.9922,0.992,0.8427,0.8447,10804,2702,366,13140,mlp,cohen_kappa,0.8427
Q8TDU6,0.9822,0.978,0.5074,0.583,0.9969,0.9968,0.9372,0.939,0.9927,0.993,0.8734,0.877,0.9937,0.9938,0.8857,0.8863,3818,955,129,4644,rf,cohen_kappa,0.9372
P00746,0.9995,0.9995,0.9914,0.9914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17730,4433,599,21564,rf,cohen_kappa,1.0
Q969F8,0.9885,0.9887,0.9325,0.9327,0.9962,0.9962,0.9775,0.9777,1.0,1.0,1.0,1.0,0.9924,0.9924,0.9541,0.9541,1047,262,119,1190,svc,cohen_kappa,1.0
P47900,0.9977,0.9977,0.9861,0.9862,1.0,1.0,1.0,1.0,0.9977,0.9977,0.9864,0.9865,0.9977,0.9977,0.9864,0.9865,1742,436,198,1980,rf,cohen_kappa,1.0
P52333,0.9934,0.9933,0.959,0.9595,0.9905,0.9903,0.9404,0.9412,0.9912,0.9912,0.9471,0.9472,0.9934,0.9934,0.9599,0.9599,5447,1362,619,6190,mlp,cohen_kappa,0.9599
Q12908,0.9965,0.9964,0.9297,0.932,1.0,1.0,1.0,1.0,0.9993,0.9993,0.987,0.9871,0.9986,0.9986,0.9743,0.9746,5742,1436,194,6984,rf,cohen_kappa,1.0
Q8N5Z0,0.9916,0.9918,0.9519,0.953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9916,0.9914,0.9478,0.9491,475,119,54,540,rf,cohen_kappa,1.0
P14902,0.9781,0.9768,0.8504,0.8601,0.9809,0.9798,0.8711,0.8784,0.9754,0.9756,0.8521,0.8523,0.959,0.9612,0.7775,0.7846,1460,366,166,1660,rf,cohen_kappa,0.8711
P06213,0.9873,0.9868,0.9162,0.9194,0.9936,0.9935,0.9595,0.9603,1.0,1.0,1.0,1.0,0.9809,0.9798,0.8698,0.8773,624,157,71,710,svc,cohen_kappa,1.0
Q02127,0.9902,0.99,0.938,0.9391,0.9913,0.9911,0.9446,0.9461,0.988,0.9881,0.9291,0.9295,0.9803,0.9805,0.882,0.8821,3660,916,416,4160,rf,cohen_kappa,0.9446
P24723,0.9813,0.9808,0.8787,0.8803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,853,214,97,970,rf,cohen_kappa,1.0
P09958,0.9938,0.9937,0.9621,0.9628,0.9876,0.9872,0.9218,0.9246,0.9876,0.9879,0.9306,0.9329,0.9814,0.9816,0.8929,0.8935,642,161,73,730,xgb,cohen_kappa,0.9621
P53634,0.9975,0.9974,0.9495,0.9507,0.9981,0.9981,0.9626,0.9633,0.9975,0.9975,0.9518,0.9518,0.9992,0.9992,0.9838,0.9838,18914,4729,639,23004,mlp,cohen_kappa,0.9838
P27694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,369,93,42,420,xgb,cohen_kappa,1.0
Q14833,0.9794,0.9782,0.864,0.8721,0.9897,0.9894,0.9355,0.9375,0.9691,0.9698,0.825,0.8264,0.9897,0.9894,0.9355,0.9375,387,97,44,440,rf,cohen_kappa,0.9355
P18507,0.9537,0.9466,0.6447,0.6897,0.9259,0.9222,0.5157,0.5195,0.9259,0.9289,0.5955,0.5986,0.9444,0.9416,0.6368,0.6415,431,108,49,490,xgb,cohen_kappa,0.6447
Q13393,0.9893,0.989,0.9317,0.9339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,748,187,85,850,rf,cohen_kappa,1.0
O60427,0.9636,0.9594,0.7317,0.7596,0.9818,0.9809,0.8791,0.8856,0.9636,0.9636,0.78,0.78,1.0,1.0,1.0,1.0,220,55,25,250,mlp,cohen_kappa,1.0
P07900,0.9922,0.9921,0.9513,0.9521,0.9942,0.9941,0.9636,0.9642,0.989,0.9891,0.9347,0.935,0.9922,0.9921,0.9519,0.9522,6168,1543,701,7010,rf,cohen_kappa,0.9636
O00329,0.989,0.9889,0.9318,0.9324,0.9882,0.9879,0.9249,0.9268,0.9873,0.9874,0.9239,0.9239,0.9899,0.9899,0.9389,0.9389,4734,1184,538,5380,mlp,cohen_kappa,0.9389
P0C869,0.9655,0.9615,0.7327,0.7604,0.9828,0.9819,0.8797,0.8861,0.9655,0.9681,0.8147,0.8291,0.9828,0.9819,0.8797,0.8861,228,58,26,260,rf,cohen_kappa,0.8797
O60502,0.9737,0.9734,0.9404,0.9421,0.9737,0.9734,0.9404,0.9421,1.0,1.0,1.0,1.0,0.9737,0.9734,0.9404,0.9421,148,38,62,124,svc,cohen_kappa,1.0
Q13133,0.9869,0.9864,0.9142,0.9176,0.9869,0.9864,0.9142,0.9176,0.9794,0.9796,0.8775,0.878,0.9831,0.9835,0.9016,0.9029,2129,533,242,2420,xgb,cohen_kappa,0.9142
P14867,0.9815,0.9769,0.4796,0.5616,0.9893,0.988,0.7504,0.7749,0.9786,0.9786,0.5962,0.5962,0.9835,0.9836,0.6933,0.6934,4114,1029,139,5004,rf,cohen_kappa,0.7504
O14672,0.9929,0.9927,0.9544,0.9554,0.9929,0.9927,0.9544,0.9554,0.9929,0.9929,0.9561,0.9561,0.9964,0.9965,0.9784,0.9787,1117,280,127,1270,mlp,cohen_kappa,0.9784
P09237,0.9934,0.9934,0.9603,0.9603,0.9978,0.9978,0.987,0.9871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1830,458,208,2080,svc,cohen_kappa,1.0
O75907,0.997,0.997,0.9816,0.9817,0.9985,0.9985,0.9908,0.9909,0.997,0.997,0.9821,0.9822,0.9993,0.9993,0.9955,0.9955,5341,1336,607,6070,mlp,cohen_kappa,0.9955
O14757,0.9902,0.9902,0.978,0.9781,0.9921,0.9922,0.9824,0.9824,0.9882,0.9882,0.9736,0.9736,0.9862,0.9862,0.969,0.9691,2032,509,847,1694,rf,cohen_kappa,0.9824
P17252,0.9877,0.9873,0.9201,0.9231,0.9938,0.9937,0.9613,0.9621,0.9979,0.9979,0.9874,0.9875,0.9959,0.9959,0.975,0.975,1944,487,221,2210,svc,cohen_kappa,0.9874
P11597,0.9971,0.997,0.9417,0.9429,0.9982,0.9982,0.9649,0.9652,0.9948,0.995,0.9072,0.9088,0.998,0.998,0.9613,0.9613,17819,4455,602,21672,rf,cohen_kappa,0.9649
Q8TDS4,0.9847,0.9841,0.9008,0.9053,0.9847,0.9841,0.9008,0.9053,0.9847,0.9844,0.9047,0.9057,0.9847,0.9841,0.9008,0.9053,1047,262,119,1190,svc,cohen_kappa,0.9047
P51677,0.9966,0.9965,0.9316,0.9332,0.998,0.9979,0.9597,0.9604,0.9968,0.9969,0.941,0.9413,0.9971,0.997,0.9412,0.9424,17641,4411,596,21456,rf,cohen_kappa,0.9597
Q9NR96,0.9592,0.9528,0.6475,0.6919,0.9796,0.9782,0.8464,0.8566,0.9796,0.9806,0.8778,0.8844,0.9796,0.9806,0.8778,0.8844,193,49,22,220,svc,cohen_kappa,0.8778
P30872,0.9512,0.9512,0.8915,0.8915,0.9756,0.9754,0.9448,0.9463,0.9024,0.9046,0.797,0.814,0.9268,0.9274,0.8401,0.8412,163,41,68,136,rf,cohen_kappa,0.9448
P07947,0.9823,0.9814,0.8794,0.8859,0.9823,0.9814,0.8794,0.8859,0.9912,0.9909,0.9426,0.9441,0.9735,0.9728,0.8277,0.829,448,113,51,510,svc,cohen_kappa,0.9426
